,STATE/UT,DISTRICT,latitude,longitude
118,CHHATTISGARH,GRP RAIPUR,30.548248,-92.086016
119,CHHATTISGARH,JAGDALPUR,19.087076,82.023572
120,CHHATTISGARH,JANJGIR,22.01147,82.5755
121,CHHATTISGARH,JASHPUR,22.8773,84.1372
122,CHHATTISGARH,KANKER,20.269275,81.493211
123,CHHATTISGARH,KAWARDHA,21.60809,81.06121
124,CHHATTISGARH,KORBA,22.18605,82.7209
125,CHHATTISGARH,KORIYA,23.1801,82.37453
126,CHHATTISGARH,MAHASAMUND,21.04237,81.97453
127,CHHATTISGARH,RAIGARH,21.9841,83.12652
128,CHHATTISGARH,RAIPUR,21.237947,81.633683
129,CHHATTISGARH,RAJNANDGAON,21.03291,80.92674
130,CHHATTISGARH,SARGUJA,12.91634,79.13913
131,GOA,NORTH GOA,15.47378,73.87071
132,GOA,SOUTH GOA,32.5622,-111.70161
133,GUJARAT,AHMEDABAD COMMR.,,
134,GUJARAT,AHMEDABAD RURAL,23.021624,72.579707
135,GUJARAT,AHWA-DANG,22.99174,72.58156
136,GUJARAT,AMRELI,22.37381,73.044198
137,GUJARAT,ANAND,22.5632,72.96028
138,GUJARAT,BHARUCH,21.72358,72.99519
139,GUJARAT,BHAVNAGAR,23.02643,72.64431
140,GUJARAT,DAHOD,22.77369,73.62658
141,GUJARAT,GANDHINAGAR,23.223288,72.649227
142,GUJARAT,HIMATNAGAR,23.5584,72.7574
143,GUJARAT,JAMNAGAR,23.0969,70.7757
144,GUJARAT,JUNAGADH,21.517411,70.464276
145,GUJARAT,KHEDA NORTH,20.795759,70.704545
146,GUJARAT,KUTCH,24.07665,69.53948
147,GUJARAT,MEHSANA,23.61337,72.34188
148,GUJARAT,NARMADA,23.01255,72.51042
149,GUJARAT,NAVSARI,20.952407,72.932383
150,GUJARAT,PALANPUR,21.20922,72.78151
151,GUJARAT,PANCHMAHAL,50.063455,-110.651764
152,GUJARAT,PATAN,23.80587,72.13926
153,GUJARAT,PORBANDAR,21.89171,70.71941
154,GUJARAT,RAJKOT COMMR.,37.208568,-121.849521
155,GUJARAT,RAJKOT RURAL,21.66449,69.79543
156,GUJARAT,SURAT COMMR.,43.760801,-79.249577
157,GUJARAT,SURAT RURAL,22.138304,70.983469
158,GUJARAT,SURENDRANAGAR,22.73522,71.63791
159,GUJARAT,VADODARA COMMR.,37.330009,-79.251918
160,GUJARAT,VADODARA RURAL,22.27444,73.22534
161,GUJARAT,VALSAD,20.57073,72.94118
162,GUJARAT,W.RLY,20.35572,72.93135
163,HARYANA,AMBALA,30.33711,76.83256
164,HARYANA,BHIWANI,28.80841,76.1102
165,HARYANA,FARIDABAD,28.402837,77.308563
166,HARYANA,FATEHABAD,29.510431,75.453528
167,HARYANA,GRP,-28.04103,-48.65421
168,HARYANA,GURGAON,28.464615,77.029919
169,HARYANA,HISSAR,28.9052,76.51804
170,HARYANA,JHAJJAR,28.606683,76.658076
171,HARYANA,JIND,29.314043,76.317949
172,HARYANA,KAITHAL,29.62069,76.45243
173,HARYANA,KARNAL,29.68596,76.95745
174,HARYANA,KURUKSHETRA,29.93554,76.92992
175,HARYANA,MAHENDRAGARH,28.58534,76.25632
176,HARYANA,PANCHKULA,30.67306,76.83847
177,HARYANA,PANIPAT,29.391275,76.977168
178,HARYANA,REWARI,28.195647,76.616518
179,HARYANA,ROHTAK,28.9786,77.0132
180,HARYANA,SIRSA,29.54165,75.04956
181,HARYANA,SONIPAT,29.003314,77.016732
182,HARYANA,YAMUNANAGAR,30.123135,77.286329
183,HIMACHAL PRADESH,BILASPUR,31.28217,76.78912
184,HIMACHAL PRADESH,CHAMBA,32.5566,76.1247
185,HIMACHAL PRADESH,G.R.P.,17.68697,83.22075
186,HIMACHAL PRADESH,HAMIRPUR,31.6864,76.5214
187,HIMACHAL PRADESH,KANGRA,31.10165,77.14294
188,HIMACHAL PRADESH,KINNAUR,31.586346,78.396844
189,HIMACHAL PRADESH,KULLU,31.9128,77.1743
190,HIMACHAL PRADESH,LAHAUL-SPITI,17.68697,83.22075
191,HIMACHAL PRADESH,MANDI,31.70845,76.929378
192,HIMACHAL PRADESH,SHIMLA,31.104153,77.170973
193,HIMACHAL PRADESH,SIRMAUR,30.69987,77.438847
194,HIMACHAL PRADESH,SOLAN,30.907757,77.102365
195,HIMACHAL PRADESH,UNA,31.45167,76.31124
196,JAMMU & KASHMIR,ANANTNAG,33.72979,75.15033
197,JAMMU & KASHMIR,AWANTIPORA,33.81765,75.05898
198,JAMMU & KASHMIR,BARAMULLA,34.08793,74.51546
199,JAMMU & KASHMIR,BORDER,32.71767,74.87053
200,JAMMU & KASHMIR,BUDGAM,34.01466,74.7193
201,JAMMU & KASHMIR,CRIME JAMMU,32.71767,74.87053
202,JAMMU & KASHMIR,CRIME SRINAGAR,34.08401,74.83829
203,JAMMU & KASHMIR,DODA,33.01381,75.68393
204,JAMMU & KASHMIR,GANDERBAL,34.14528,74.80224
205,JAMMU & KASHMIR,JAMMU,32.71767,74.87053
206,JAMMU & KASHMIR,KARGIL,32.71767,74.87053
207,JAMMU & KASHMIR,KATHUA,32.381,75.5491
208,JAMMU & KASHMIR,KULGAM,33.6468,75.007
209,JAMMU & KASHMIR,KUPWARA,34.5246,74.2596
210,JAMMU & KASHMIR,LEH,32.71767,74.87053
211,JAMMU & KASHMIR,POONCH,32.75263,74.81375
212,JAMMU & KASHMIR,PULWAMA,33.95303,74.87105
213,JAMMU & KASHMIR,RAILWAYS,32.70731,74.87593
214,JAMMU & KASHMIR,RAJOURI,33.3979,74.26117
215,JAMMU & KASHMIR,RAMBAN,33.2395,75.2396
216,JAMMU & KASHMIR,REASI,33.04493,74.60604
217,JAMMU & KASHMIR,SRINAGAR,34.08401,74.83829
218,JAMMU & KASHMIR,UDHAMPUR,32.74883,75.14458
219,JHARKHAND,BOKARO,23.6524,86.13459
220,JHARKHAND,CHAIBASA,22.55063,85.81048
221,JHARKHAND,CHATRA,23.98235,85.35062
222,JHARKHAND,DEOGHAR,24.491271,86.698147
223,JHARKHAND,DHANBAD,23.67868,86.20914
224,JHARKHAND,DHANBAD RLY.,23.67868,86.20914
225,JHARKHAND,DUMKA,24.04289,86.87989
226,JHARKHAND,GARHWA,24.04617,84.05857
227,JHARKHAND,GIRIDIH,24.20815,86.26556
228,JHARKHAND,GODDA,24.77659,87.47111
229,JHARKHAND,GUMLA,23.04506,84.5416
230,JHARKHAND,HAZARIBAGH,23.98903,85.36254
231,JHARKHAND,JAMSHEDPUR,22.801519,86.202958
232,JHARKHAND,JAMSHEDPUR RLY.,22.801519,86.202958
233,JHARKHAND,JAMTARA,23.9905,86.81396
234,JHARKHAND,KODERMA,26.91391,75.75534
235,JHARKHAND,LATEHAR,23.7448,84.5076
236,JHARKHAND,LOHARDAGGA,26.91391,75.75534
237,JHARKHAND,PAKUR,24.282,87.26711
238,JHARKHAND,PALAMU,23.981377,84.227788
239,JHARKHAND,RANCHI,23.3345,85.40379
240,JHARKHAND,SAHEBGANJ,25.2412,87.6345
241,JHARKHAND,SARAIKELA,22.7021,85.9307
242,JHARKHAND,SIMDEGA,22.6127,84.5015
243,KARNATAKA,BAGALKOT,16.75497,75.72142
244,KARNATAKA,BANGALORE COMMR.,35.087358,-89.862167
245,KARNATAKA,BANGALORE RURAL,13.08795,77.37575
246,KARNATAKA,BELGAUM,15.857267,74.506934
247,KARNATAKA,BELLARY,13.166557,75.863406
248,KARNATAKA,BIDAR,17.914259,77.524533
249,KARNATAKA,BIJAPUR,16.826925,75.720105
250,KARNATAKA,CHAMARAJNAGAR,43.828807,-84.340275
251,KARNATAKA,CHICKMAGALUR,16.54006,80.64006
252,KARNATAKA,CHITRADURGA,14.226644,76.400512
253,KARNATAKA,DAKSHIN KANNADA,12.3339,76.61837
254,KARNATAKA,DAVANAGERE,14.466127,75.920636
255,KARNATAKA,DHARWAD COMMR.,41.293592,-86.332376
256,KARNATAKA,DHARWAD RURAL,15.45849,75.00747
257,KARNATAKA,GADAG,15.426365,75.630079
258,KARNATAKA,GULBARGA,17.331,76.833423
259,KARNATAKA,HASSAN,12.98865,76.07087
260,KARNATAKA,HAVERI,13.153911,77.033384
261,KARNATAKA,K.G.F.,12.444943,75.975705
262,KARNATAKA,KODAGU,12.381173,75.667724
263,KARNATAKA,KOLAR,13.13709,78.133947
264,KARNATAKA,KOPPAL,15.348414,76.154742
265,KARNATAKA,MANDYA,12.521784,76.893739
266,KARNATAKA,MYSORE COMMR.,41.293592,-86.332376
267,KARNATAKA,MYSORE RURAL,12.55306,77.40617
268,KARNATAKA,RAICHUR,16.202495,77.356854
269,KARNATAKA,RAILWAYS,12.99262,77.93656
270,KARNATAKA,SHIMOGA,13.931172,75.569737
271,KARNATAKA,TUMKUR,13.340077,77.100621
272,KARNATAKA,UDUPI,13.341917,74.747323
273,KARNATAKA,UTTAR KANNADA,12.82226,75.225601
274,KERALA,ALAPUZHA,29.593979,-95.541206
275,KERALA,CBCID,11.60271,79.49443
276,KERALA,ERNAKULAM,10.59179,76.46762
277,KERALA,IDUKKI,10.03493,76.80717
278,KERALA,KANNUR,11.127134,75.8954
279,KERALA,KASARGOD,12.53505,74.99952
280,KERALA,KOLLAM,8.887094,76.590684
281,KERALA,KOTTAYAM,9.3593,76.69543
282,KERALA,KOZHIKODE,11.244614,75.775937
283,KERALA,MALAPPURAM,11.287066,75.80093
284,KERALA,PALAKKAD,10.61926,76.69627
285,KERALA,PATHANAMTHITTA,9.22408,76.69595
286,KERALA,RAILWAYS,9.17808,76.50831
287,KERALA,THRISSUR,10.52519,76.215983
288,KERALA,TRIVANDRUM,8.505749,76.957356
289,KERALA,WAYANADU,11.67729,75.77969
290,MADHYA PRADESH,BALAGHAT,21.86206,80.27175
291,MADHYA PRADESH,BARWANI,22.05156,75.12243
292,MADHYA PRADESH,BETUL,21.86954,77.83146
293,MADHYA PRADESH,BHIND,26.3089,78.25996
294,MADHYA PRADESH,BHOPAL,23.260663,77.39406
295,MADHYA PRADESH,BHOPAL RLY.,23.260663,77.39406
296,MADHYA PRADESH,CHHATARPUR,24.90396,79.58608
297,MADHYA PRADESH,CHHINDWARA,22.057824,78.93862
298,MADHYA PRADESH,DAMOH,23.81099,79.42308
299,MADHYA PRADESH,DATIYA,26.16574,78.32567
300,MADHYA PRADESH,DEWAS,23.16073,75.79181
301,MADHYA PRADESH,DHAR,22.60429,75.27961
302,MADHYA PRADESH,DINDORI,22.93047,81.07184
303,MADHYA PRADESH,GUNA,24.64798,77.3225
304,MADHYA PRADESH,GWALIOR,26.16574,78.32567
305,MADHYA PRADESH,HARDA,22.33602,77.09053
306,MADHYA PRADESH,HOSHANGABAD,22.75011,77.7188
307,MADHYA PRADESH,INDORE,22.68452,75.92529
308,MADHYA PRADESH,INDORE RLY.,23.814342,77.534072
309,MADHYA PRADESH,JABALPUR,23.160938,79.949717
310,MADHYA PRADESH,JABALPUR RLY.,23.16087,79.93357
311,MADHYA PRADESH,JHABUA,22.91286,74.72882
312,MADHYA PRADESH,KATNI,23.84687,80.37937
313,MADHYA PRADESH,KHANDWA,22.677,75.87817
314,MADHYA PRADESH,KHARGON,21.9863,75.86772
315,MADHYA PRADESH,MANDLA,22.5337,80.3032
316,MADHYA PRADESH,MANDSAUR,24.04632,75.15386
317,MADHYA PRADESH,MORENA,26.63145,78.28386
318,MADHYA PRADESH,NARSINGHPUR,22.08492,78.97069
319,MADHYA PRADESH,NEEMUCH,24.46263,74.87891
320,MADHYA PRADESH,PANNA,24.51587,80.07885
321,MADHYA PRADESH,RAISEN,23.24999,77.46698
322,MADHYA PRADESH,RAJGARH,22.2781,74.77955
323,MADHYA PRADESH,RATLAM,23.331541,75.036658
324,MADHYA PRADESH,REWA,24.54379,81.30127
325,MADHYA PRADESH,SAGAR,23.8477,78.7433
326,MADHYA PRADESH,SATNA,24.575131,80.832572
327,MADHYA PRADESH,SEONI,22.05176,79.47174
328,MADHYA PRADESH,SHAHDOL,23.300234,81.364771
329,MADHYA PRADESH,SHAJAPUR,23.43728,76.27
330,MADHYA PRADESH,SHEOPUR,25.55117,76.64634
331,MADHYA PRADESH,SHIVPURI,25.423526,77.655142
332,MADHYA PRADESH,SIDHI,24.52874,81.30708
333,MADHYA PRADESH,SIHORE,23.814342,77.534072
334,MADHYA PRADESH,TIKAMGARH,24.78532,78.94971
335,MADHYA PRADESH,UJJAIN,23.174597,75.785142
336,MADHYA PRADESH,UMARIYA,23.54732,80.828
337,MADHYA PRADESH,VIDISHA,23.55304,77.82402
338,MAHARASHTRA,AHMEDNAGAR,18.58224,73.9845
339,MAHARASHTRA,AKOLA,20.68362,77.01389
340,MAHARASHTRA,AMRAVATI COMMR.,21.14502,78.98121
341,MAHARASHTRA,AMRAVATI RURAL,20.92972,77.75813
342,MAHARASHTRA,AURANGABAD COMMR.,19.873954,75.32778
343,MAHARASHTRA,AURANGABAD RURAL,19.873954,75.32778
344,MAHARASHTRA,BEED,21.387981,75.109728
345,MAHARASHTRA,BHANDARA,21.19154,79.66253
346,MAHARASHTRA,BULDHANA,20.08368,76.45392
347,MAHARASHTRA,CHANDRAPUR,19.95982,79.29556
348,MAHARASHTRA,DHULE,20.898,74.7732
349,MAHARASHTRA,GADCHIROLI,20.18842,79.9995
350,MAHARASHTRA,GONDIA,21.455228,80.196273
351,MAHARASHTRA,HINGOLI,19.1962,77.34135
352,MAHARASHTRA,JALGAON,20.996845,75.56838
353,MAHARASHTRA,JALNA,19.840916,75.882487
354,MAHARASHTRA,KOLHAPUR,16.704979,74.236016
355,MAHARASHTRA,LATUR,18.398339,76.562087
356,MAHARASHTRA,MUMBAI,18.95238,72.832711
357,MAHARASHTRA,MUMBAI RLY.,19.22153,72.86858
358,MAHARASHTRA,NAGPUR COMMR.,21.149804,79.080609
359,MAHARASHTRA,NAGPUR RLY.,21.149804,79.080609
360,MAHARASHTRA,NAGPUR RURAL,21.149804,79.080609
361,MAHARASHTRA,NANDED,19.1595,77.3109
362,MAHARASHTRA,NANDURBAR,20.875665,74.50269
363,MAHARASHTRA,NASIK COMMR.,19.99025,73.72854
364,MAHARASHTRA,NASIK RURAL,19.28459,73.1966
365,MAHARASHTRA,NAVI MUMBAI,19.13797,73.05019
366,MAHARASHTRA,OSMANABAD,18.185364,76.042
367,MAHARASHTRA,PARBHANI,19.42951,76.48568
368,MAHARASHTRA,PUNE COMMR.,18.1374,75.7301
369,MAHARASHTRA,PUNE RLY.,18.46919,73.90409
370,MAHARASHTRA,PUNE RURAL,18.5415,73.82151
371,MAHARASHTRA,RAIGAD,32.171017,-106.710981
372,MAHARASHTRA,RATNAGIRI,16.99007,73.31905
373,MAHARASHTRA,SANGLI,17.436269,75.193229
374,MAHARASHTRA,SATARA,18.43978,73.85559
375,MAHARASHTRA,SINDHUDURG,16.69316,74.22598
376,MAHARASHTRA,SOLAPUR COMMR.,17.671527,75.89755
377,MAHARASHTRA,SOLAPUR RURAL,17.671527,75.89755
378,MAHARASHTRA,THANE COMMR.,19.194329,72.970178
379,MAHARASHTRA,THANE RURAL,19.33331,73.2839
380,MAHARASHTRA,WARDHA,20.7904,78.49876
381,MAHARASHTRA,WASHIM,20.14695,77.09186
382,MAHARASHTRA,YAVATMAL,20.39298,78.1459
383,MANIPUR,BISHNUPUR,24.6281,93.7627
384,MANIPUR,CHANDEL,24.32738,93.99258
385,MANIPUR,CHURACHANDPUR,24.3466,93.7002
386,MANIPUR,IMPHAL(EAST),24.72959,93.96678
387,MANIPUR,IMPHAL(WEST),24.7465,93.8741
388,MANIPUR,SENAPATI,25.27206,94.02611
389,MANIPUR,TAMENGLONG,24.99671,93.48071
390,MANIPUR,THOUBAL,24.6485,93.9927
391,MANIPUR,UKHRUL,25.10246,94.35962
392,MEGHALAYA,GARO HILLS EAST,25.5,90.5
393,MEGHALAYA,GARO HILLS SOUTH,25.5,90.5
394,MEGHALAYA,GARO HILLS WEST,25.93625,90.40693
395,MEGHALAYA,JAINTIA HILLS,25.389881,92.405358
396,MEGHALAYA,KHASI HILLS EAST,26.10759,91.82195
397,MEGHALAYA,KHASI HILLS WEST,25.5,91.5
398,MEGHALAYA,RI-BHOI,25.891644,91.852693
399,MIZORAM,AIZAWL,23.741409,92.72093
400,MIZORAM,CHAMPHAI,23.47852,93.32593
401,MIZORAM,KOLASIB,24.224,92.6789
402,MIZORAM,LAWNGTLAI,22.53362,92.8965
403,MIZORAM,LUNGLEI,22.91189,92.75539
404,MIZORAM,MAMIT,23.92853,92.49048
405,MIZORAM,SAIHA,22.4893,92.9769
406,MIZORAM,SERCHHIP,23.3083,92.8564
407,NAGALAND,DIMAPUR,25.88247,93.77437
408,NAGALAND,KIPHIRE,25.88912,94.78519
409,NAGALAND,KOHIMA,25.70708,94.0908
410,NAGALAND,MOKOKCHUNG,25.70708,94.0908
411,NAGALAND,MON,26.73314,95.06151
412,NAGALAND,PEREN,25.54077,93.73837
413,NAGALAND,PHEK,25.6645,94.4696
414,NAGALAND,TUENSANG,26.23409,94.81154
415,NAGALAND,WOKHA,25.70708,94.0908
416,NAGALAND,ZUNHEBOTO,26.01533,94.52664
417,ODISHA,ANGUL,20.7115,84.90434
418,ODISHA,BALASORE,21.53282,86.84183
419,ODISHA,BARAGARH,21.38181,83.62458
420,ODISHA,BERHAMPUR,19.30442,84.77707
421,ODISHA,BHADRAK,21.063329,86.505373
422,ODISHA,BOLANGIR,20.64546,83.04622
423,ODISHA,BOUDH,20.84445,84.30723
424,ODISHA,CUTTACK,20.4686,85.8792
425,ODISHA,DEOGARH,21.530811,84.724582
426,ODISHA,DHENKANAL,21.17681,84.87129
427,ODISHA,GAJAPATI,20.29747,85.82522
428,ODISHA,GANJAM,19.388602,85.049464
429,ODISHA,JAGATSINGHPUR,20.04251,86.13796
430,ODISHA,JAJPUR,20.84732,86.39149
431,ODISHA,JHARSUGUDA,21.98095,84.20894
432,ODISHA,KALAHANDI,19.2509,83.42049
433,ODISHA,KANDHAMAL,20.128953,84.072102
434,ODISHA,KENDRAPARA,20.50817,86.35213
435,ODISHA,KEONJHAR,-37.0897,-56.83919
436,ODISHA,KHURDA,20.51309,84.42992
437,ODISHA,KORAPUT,18.8132,82.7126
438,ODISHA,MALKANGIR,-37.0897,-56.83919
439,ODISHA,MAYURBHANJ,21.923926,86.394368
440,ODISHA,NAYAGARH,20.1269,85.1047
441,ODISHA,NOWRANGPUR,-37.0897,-56.83919
442,ODISHA,NUAPADA,20.80778,82.5341
443,ODISHA,PURI,19.81296,85.80791
444,ODISHA,RAYAGADA,19.1754,83.4109
445,ODISHA,ROURKELA,22.230926,84.867871
446,ODISHA,SAMBALPUR,21.44333,83.99611
447,ODISHA,SONEPUR,20.845386,83.909083
448,ODISHA,SRP(CUTTACK),20.46414,85.89874
449,ODISHA,SRP(ROURKELA),22.23213,84.80313
450,ODISHA,SUNDARGARH,22.1194,84.0381
451,PUNJAB,AMRITSAR,31.634308,74.873679
452,PUNJAB,BARNALA,30.34749,75.5227
453,PUNJAB,BATALA,31.819303,75.199994
454,PUNJAB,BHATINDA,30.35855,75.53152
455,PUNJAB,FARIDKOT,30.68164,74.73457
456,PUNJAB,FATEHGARH SAHIB,30.65213,76.39727
457,PUNJAB,FEROZEPUR,30.87763,75.76408
458,PUNJAB,G.R.P,31.35946,75.57996
459,PUNJAB,GURDASPUR,32.26245,75.59077
460,PUNJAB,HOSHIARPUR,31.532852,75.902549
461,PUNJAB,JAGRAON,30.80417,75.475365
462,PUNJAB,JALANDHAR,31.332623,75.576957
463,PUNJAB,KAPURTHALA,31.43191,75.38749
464,PUNJAB,KHANNA,30.700625,76.222076
465,PUNJAB,LUDHIANA,30.909016,75.851601
466,PUNJAB,MAJITHA,31.67187,74.89456
467,PUNJAB,MANSA,29.97358,75.37205
468,PUNJAB,MOGA,30.822341,75.173097
469,PUNJAB,MUKTSAR,30.4692,74.5182
470,PUNJAB,NAWAN SHAHR,31.10394,76.07714
471,PUNJAB,PATIALA,30.33573,76.40686
472,PUNJAB,ROPAR,30.92952,76.44646
473,PUNJAB,SANGRUR,30.243201,75.835812
474,PUNJAB,TARN TARAN,31.50037,74.95985
475,RAJASTHAN,AJMER,26.4691,74.639
476,RAJASTHAN,ALWAR,27.57218,76.61403
477,RAJASTHAN,BANSWARA,23.550075,74.446294
478,RAJASTHAN,BARAN,25.09819,76.516988
479,RAJASTHAN,BARMER,25.74158,71.41026
480,RAJASTHAN,BHARATPUR,27.215445,77.498696
481,RAJASTHAN,BHILWARA,25.348,74.636
482,RAJASTHAN,BIKANER,28.015929,73.317137
483,RAJASTHAN,BUNDI,25.42473,75.65093
484,RAJASTHAN,CHITTORGARH,25.32775,74.63261
485,RAJASTHAN,CHURU,28.33209,75.08729
486,RAJASTHAN,DAUSA,26.02314,76.35245
487,RAJASTHAN,DHOLPUR,26.73729,77.86846
488,RAJASTHAN,DUNGARPUR,23.8483,73.7215
489,RAJASTHAN,G.R.P.,40.512359,-78.405292
